symbol,price,beta,volAvg,mktCap,changes,companyName,currency,exchangeShortName,industry,sector,country,fullTimeEmployees,image,isEtf,isFund,dividendYielTTM,dividendYielPercentageTTM,peRatioTTM,pegRatioTTM,payoutRatioTTM,currentRatioTTM,quickRatioTTM,cashRatioTTM,daysOfSalesOutstandingTTM,daysOfInventoryOutstandingTTM,operatingCycleTTM,daysOfPayablesOutstandingTTM,cashConversionCycleTTM,grossProfitMarginTTM,operatingProfitMarginTTM,pretaxProfitMarginTTM,netProfitMarginTTM,effectiveTaxRateTTM,returnOnAssetsTTM,returnOnEquityTTM,returnOnCapitalEmployedTTM,netIncomePerEBTTTM,ebtPerEbitTTM,ebitPerRevenueTTM,debtRatioTTM,debtEquityRatioTTM,longTermDebtToCapitalizationTTM,totalDebtToCapitalizationTTM,interestCoverageTTM,cashFlowToDebtRatioTTM,companyEquityMultiplierTTM,receivablesTurnoverTTM,payablesTurnoverTTM,inventoryTurnoverTTM,fixedAssetTurnoverTTM,assetTurnoverTTM,operatingCashFlowPerShareTTM,freeCashFlowPerShareTTM,cashPerShareTTM,operatingCashFlowSalesRatioTTM,freeCashFlowOperatingCashFlowRatioTTM,cashFlowCoverageRatiosTTM,shortTermCoverageRatiosTTM,capitalExpenditureCoverageRatioTTM,dividendPaidAndCapexCoverageRatioTTM,priceBookValueRatioTTM,priceToBookRatioTTM,priceToSalesRatioTTM,priceEarningsRatioTTM,priceToFreeCashFlowsRatioTTM,priceToOperatingCashFlowsRatioTTM,priceCashFlowRatioTTM,priceEarningsToGrowthRatioTTM,priceSalesRatioTTM,dividendYieldTTM,enterpriseValueMultipleTTM,priceFairValueTTM,dividendPerShareTTM,ratingRecommendation,ratingDetailsDCFRecommendation,ratingDetailsROERecommendation,ratingDetailsROARecommendation,ratingDetailsDERecommendation,ratingDetailsPERecommendation,ratingDetailsPBRecommendation,eps
000030.SZ,4.7,0.236339,5307386,1157924798.0165205,0.03,FAWER Automotive Parts Limited Company,USD,SHZ,Auto Parts,Consumer Cyclical,CN,7695,https://financialmodelingprep.com/image-stock/000030.SZ.png,False,False,0.06382978723404255,6.382978723404255,28.776270849919012,-4.987886947319291,1.3584340915015274,1.2337866261868964,0.3184801355524948,0.2790924115644517,0,41.27167432674535,41.27167432674535,139.50846310905877,-129.33188587780649,0.08252306928308552,0.024888148336589866,0.03502451641313028,0.03061314976652175,0.05778678146921505,0.02554503795871124,0.051522913041897295,0.03369592719945745,0.8740491775939336,1.4072769070424658,0.024888148336589866,0.4587982120935355,0.1415063780382185,0.0512586768777849,0.12396459692271712,19.592743775257254,0.0,2.1022084116089,0,2.6163287292088255,8.84383795797372,3.7948919930190694,0.8344465745451338,0.0,-0.23097143835978143,0.7812613427320528,0.0,0.0,0.0,0.0,0.0,0.0,1.5453143388058033,1.5453143388058033,0.8809322892505649,28.776270849919012,-14.44536834636363,0.0,0.0,-0.4504738986187937,0.8809322892505649,0.06382978723404255,16.153780544369894,1.5453143388058033,0.3,Strong Buy,Strong Buy,Neutral,Neutral,Buy,Strong Buy,Strong Buy,0.49
000011.SZ,10.2,0.936976,5521792,833316080.3823487,-0.07,ShenZhen Properties & Resources Development (Group) Ltd.,USD,SHZ,Real Estate—Development,Real Estate,CN,9330,https://financialmodelingprep.com/image-stock/000011.SZ.png,False,False,0.06666666666666668,6.666666666666668,33.91898470856254,-0.3391898470856254,1.1047519907057783,1.8279131546230072,0.20218316536207903,0.20218316536207903,0,2024.480643287336,2024.480643287336,112.20231845603406,386.98468947782965,0.4664453483923842,0.208858771493214,0.20242637169731903,0.14497510883228354,0.29490109314953933,0.03402879187693398,0.12342587609689509,0.09338490939961827,0.716186866447716,0.9692021563188024,0.208858771493214,0.7171690047282078,2.5680076809872805,0.45586488250178353,0.47016440864244685,11.927462256463345,0.0,3.580756647396526,0,3.253052209817068,0.18029315380724797,24.25336492940231,0.2347216163589893,0.0,-0.009918675665918046,0.8487558358543082,0.0,0.0,0.0,0.0,0.0,0.0,4.1329883544672805,4.1329883544672805,4.917408499604416,33.91898470856254,-323.06257139694554,0.0,0.0,-0.6183417444857624,4.917408499604416,0.06666666666666668,5.089429021251571,4.1329883544672805,0.68,Strong Buy,Strong Buy,Neutral,Neutral,Strong Buy,Buy,Strong Buy,0.0
000038.SZ,3.82,0.681528,5779841,290465837.0945622,-0.15,"Shenzhen Capstone Industrial Co.,Ltd.",USD,SHZ,Internet Content & Information,Communication Services,CN,136,https://financialmodelingprep.com/image-stock/000038.SZ.png,False,False,0.0,0.0,-12.088870809549746,0.013499135526998876,-0.006820004378725248,1.793040029403863,0.5671659200983487,0.5671659200983487,0,13.505075348849285,13.505075348849285,8.683206335634829,-5.353187756466512,0.11104007877031664,0.07544424616563435,-0.10441212435938743,-0.07826473286293567,-0.06657980315058479,-0.05903282125982662,-0.09458146286601153,0.0644390233287167,0.7495751412311829,-1.383964048499543,0.07544424616563435,0.14452204719072034,0.028946784900737044,0.01423583283415355,0.02813244117724665,39.45037694017162,0.0,1.1613319995098355,0,42.03516372772165,27.026876235170374,12.988121143312265,0.754271037546506,0.0,-0.24093670565335434,0.3549348146979741,0.0,0.0,0.0,0.0,0.0,0.0,0.828773142020255,0.828773142020255,0.9461322445239518,-12.088870809549746,-16.09609338759612,0.0,0.0,-0.16345181302569703,0.9461322445239518,0.0,-14.630939632513833,0.828773142020255,0.0,Buy,Strong Buy,Neutral,Neutral,Neutral,Strong Buy,Buy,-1.32
000005.SZ,1.73,0.489775,5854869,266359764.40509072,0.0,Shenzhen Fountain Corporation,USD,SHZ,Real Estate—Development,Real Estate,CN,563,https://financialmodelingprep.com/image-stock/000005.SZ.png,False,False,0.0,0.0,-39.99134028053804,-0.29432597109746483,-0.23567942238709083,1.4854821288448252,0.05870271127028083,0.02791092605827665,0,25.164732439114065,25.164732439114065,441.8788654655049,-435.67386294627124,0.21181104083756133,0.011805024480864675,-0.05123710011635506,-0.1698028705947309,-2.2794242224069827,-0.019133133004360467,-0.031590168454840174,0.002041429833066915,3.314060909167832,-4.3402790226659596,0.011805024480864675,0.37207020439139854,0.11082573333486657,0.014495181751886419,0.09976878461588298,0.24825264939854294,0.0,1.7057404400839367,0,0.8260182337878605,14.504426020944809,1.6376159243270603,0.11267850147260221,0.0,0.2912001978030525,0.04624284363748158,0.0,0.0,0.0,0.0,0.0,0.0,1.3051637284629392,1.3051637284629392,6.790644378566049,-39.99134028053804,6.0260632070521245,0.0,0.0,0.3001121222978451,6.790644378566049,0.0,-1171.874566427355,1.3051637284629392,0.0,Strong Buy,Strong Buy,Neutral,Neutral,Buy,Strong Buy,Strong Buy,0.13
000014.SZ,9.47,0.682534,6926474,333398100.5036805,-0.13,"Shahe Industrial Co., Ltd",USD,SHZ,Real Estate—Development,Real Estate,CN,109,https://financialmodelingprep.com/image-stock/000014.SZ.png,False,False,0.005279831045406547,0.5279831045406547,7.385227582483905,0.010550325117834148,0.1212718043611969,1.8797724828443625,0.33171423471242406,0.33171423471242406,0,1085.5989410393306,1085.5989410393306,84.86209398369671,182.81983668353553,0.3665321583180595,0.14018989833833853,0.3593477804580854,0.2545876704676446,0.2549182586666977,0.0922514319916042,0.2514921504365853,0.09681747841696584,0.7084715262276119,2.5632929670212374,0.14018989833833853,0.5717590239466485,1.4137462326093106,0.1723370798188599,0.17539136217257864,323.1596867243538,0.0,2.4726260074580457,0,4.301095846988197,0.3362199300328686,5.555554198356999,0.3623562438123978,0.0,0.10204823959889937,2.1915861572318875,0.0,0.0,0.0,0.0,0.0,0.0,1.6845947087246922,1.6845947087246922,1.8801878860979722,7.385227582483905,114.47795496343903,0.0,0.0,0.01169012205679029,1.8801878860979722,0.005279831045406547,7.261850737114371,1.6845947087246922,0.05,Strong Buy,Strong Buy,Buy,Neutral,Buy,Buy,Strong Buy,0.0
000036.SZ,4.16,0.62611,8179118,897887598.031822,0.0,China Union Holdings Ltd.,USD,SHZ,Real Estate—Development,Real Estate,CN,806,https://financialmodelingprep.com/image-stock/000036.SZ.png,False,False,0.016346153846153847,1.6346153846153848,22.795549522776877,-0.8434353323427445,0.5710878417620487,2.892823416558918,1.530226348798156,0.9835486930733002,0,1645.4922387993165,1645.4922387993165,246.57529657250407,159.16251573417665,0.5716415585620955,0.36009443008243786,0.3619638785504684,0.20475396294599682,0.2536525502097818,0.03542242962829394,0.061082535873485215,0.08270217227030768,0.5656751269379717,1.0051915506374332,0.36009443008243786,0.3339231257510946,0.2077590895162512,0.1310521274907533,0.1720203071288545,7.348951552478468,0.0,1.8227952701019114,0,1.480278053291011,0.22181812310845864,2.0403416070726093,0.17299997088523503,0.0,-0.03033730650574925,1.9451732541373514,0.0,0.0,0.0,0.0,0.0,0.0,1.4718593300602374,1.4718593300602374,4.667479102320292,22.795549522776877,-116.38241922250079,0.0,0.0,-0.844355474134182,4.667479102320292,0.016346153846153847,13.616433519980943,1.4718593300602374,0.068,Strong Buy,Strong Buy,Neutral,Neutral,Buy,Strong Buy,Strong Buy,0.4
000025.SZ,18.25,0.588669,8496747,1042618046.2477334,0.05,"Shenzhen Tellus Holding Co., Ltd.",USD,SHZ,Auto & Truck Dealerships,Consumer Cyclical,CN,302,https://financialmodelingprep.com/image-stock/000025.SZ.png,False,False,0.0013698630136986301,0.136986301369863,63.902104775338884,0.502356146823757,0.09068529268036003,3.1482211766271995,2.3351594936217475,1.36271017788537,0,56.60207349049675,56.60207349049675,36.67753283139192,-22.720857176200944,0.16251937337282782,0.20403114269406633,0.20498551845263263,0.15499674356393967,0.24524532455712605,0.06002422884387432,0.08421340578197375,0.09107718999484118,0.7561350905857079,1.0046775984585712,0.20403114269406633,0.20937450901760907,0.09860268451050154,0.08812377560046233,0.08975281591855513,206.73851484681586,0.0,1.3823124735871852,0,9.951596299509008,6.448527014850118,1.7784677602878898,0.38726122538898994,0.0,-0.5692118811291469,1.4716807143299198,0.0,0.0,0.0,0.0,0.0,0.0,5.30210078979396,5.30210078979396,9.904618147059207,63.902104775338884,-29.203900426281738,0.0,0.0,-10.591884602845345,9.904618147059207,0.0013698630136986301,45.107320151308485,5.30210078979396,0.025,Buy,Strong Buy,Neutral,Neutral,Neutral,Strong Buy,Strong Buy,0.3
000019.SZ,7.6,0.206168,9533715,1216839520.8220396,0.01,"Shenzhen Cereals Holdings Co., Ltd.",USD,SHZ,Packaged Foods,Consumer Defensive,CN,1278,https://financialmodelingprep.com/image-stock/000019.SZ.png,False,False,0.03289473684210526,3.289473684210526,19.46597625065212,3.3377027571240068,0.7487282674383534,1.899846471256498,0.23883560124072778,0.04715335986567037,0,154.63063538715005,154.63063538715005,24.56880280120972,13.559299075073852,0.13551151539456005,0.05921998569972414,0.058453835859048134,0.050296083652012415,0.1280661087011949,0.058227172935722125,0.09626609895798227,0.09680180509936666,0.8604411141348053,0.987062647320437,0.05921998569972414,0.3879677999463543,0.31900452856625616,0.11824561144986548,0.24185248925036723,8.927766838514891,0.0,1.6588434882843117,0,14.856238741190436,2.360463688751885,3.729629356804282,1.1576880088434556,0.0,0.775348820810879,0.4672468711744511,0.0,0.0,0.0,0.0,0.0,0.0,1.8802141039691282,1.8802141039691282,0.979062369870886,19.46597625065212,9.358155659216523,0.0,0.0,3.890190096533408,0.979062369870886,0.03289473684210526,12.11665888470035,1.8802141039691282,0.25,Strong Buy,Strong Buy,Neutral,Neutral,Buy,Strong Buy,Strong Buy,0.37
000010.SZ,2.6,0.268856,10704087,400366180.081397,-0.06,"Shenzhen Ecobeauty Co., Ltd.",USD,SHZ,Engineering & Construction,Industrials,CN,290,https://financialmodelingprep.com/image-stock/000010.SZ.png,False,False,0.0,0.0,-1783.5977791763344,43.34142603398493,-35.356145254038886,1.2591079082050143,0.09326101846975948,0.09326101846975948,0,57.20018228130523,57.20018228130523,345.9108630284162,-331.8067084932998,0.1652228963316116,0.09423167503749076,0.0002051613709501844,-0.000952463540489588,24.975636084975402,-0.000270772511179367,-0.0011395908959617083,0.06863739877175203,-4.642509143306795,0.002177201783461447,0.09423167503749076,0.6438665872420695,2.3031114831607358,0.10542380903899577,0.20264788988239907,1.4604428950955126,0.0,3.5770010881071754,0,1.055185132968824,6.381098546241752,47.40708482823009,0.2842864841211494,0.0,-0.617438222511605,0.30612034797319765,0.0,0.0,0.0,0.0,0.0,0.0,1.7275099913251744,1.7275099913251744,1.6988118555636578,-1783.5977791763344,-5.41607041502067,0.0,0.0,16.9333058807292,1.6988118555636578,0.0,31.080890227003614,1.7275099913251744,0.0,Buy,Strong Buy,Neutral,Neutral,Strong Buy,Strong Sell,Strong Buy,0.0478
000026.SZ,11.4,0.467314,11730449,656489063.9401872,-0.09,"FIYTA Precision Technology Co., Ltd.",USD,SHZ,Luxury Goods,Consumer Cyclical,CN,4321,https://financialmodelingprep.com/image-stock/000026.SZ.png,False,False,0.02631578947368421,2.631578947368421,17.72170901422673,-0.626889061260968,0.504421311763022,3.1362480679613163,0.3365366895311949,0.3365366895311949,0,285.35586002400737,285.35586002400737,22.99963361776237,47.362085292266855,0.3709435351646241,0.07813003371938594,0.07788565141480294,0.06124839643392376,0.2136112965438602,0.06477341029138352,0.086804823011199,0.10681337575519634,0.78638870345614,0.9968721080364469,0.07813003371938594,0.23820406592636545,0.31268749972527526,0.013103113930286434,0.11396698956138468,20.192960271028287,0.0,1.312687499725275,0,15.869818018236359,1.2791046238520984,9.167305681506964,1.0575527534220854,0.0,0.873535946041484,0.7568096531628501,0.0,0.0,0.0,0.0,0.0,0.0,1.5068281119653006,1.5068281119653006,1.085426259189999,17.72170901422673,12.463439847600247,0.0,0.0,-0.7499937545056937,1.085426259189999,0.02631578947368421,12.42753266283212,1.5068281119653006,0.3,Buy,Strong Buy,Neutral,Neutral,Neutral,Strong Buy,Strong Buy,0.64
